鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
苓雅區,租賃房屋,高雄市苓雅區尚勇路２７號七樓,0.0,,,,1150511,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0691201,65.47,2,2,1,有,無,有,16000,244,,0.0,0,,RPXOMLLKNHLGFBE68CC,整棟(戶)出租,無,1150520~1160519,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
左營區,租賃房屋+車位,高雄市左營區重立路５０５號五樓之７,0.0,,,,1150511,土地0建物1車位1,五層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1061011,119.35,2,2,1,有,有,有,22000,184,坡道平面,27.65,0,多人共同承租2；租金總額含管理費；續租案件；,RPROMLLKNHLGFEE38CC,整棟(戶)出租,有,1150620~1160619,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
前鎮區,租賃房屋,高雄市前鎮區二聖二路７６號１樓,0.0,,,,1150512,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),店舖、住宅,鋼筋混凝土造,0651231,52.69,0,0,0,無,無,無,19900,378,,0.0,0,租金總額含稅；,RPRNMLMKNHLGFCE18CC,,無,1150601~1200614,無,,
前鎮區,土地,鎮昌段一小段1450地號,881.54,住,,,1150512,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,無,42000,48,,0.0,0,自中華民國115年05月12日起至115年06月11日止，為裝潢期，免收租金，但相關之水電費由乙方負擔，如於期間內反悔不租，應賠償對方一個月之租金作為懲罰性違約金。租金總額含稅；,RPSNMLMKNHLGFCE28CC,,,1150512~1200511,,,
三民區,租賃房屋,高雄市三民區鼎新路８０號４樓,0.0,,,,1150511,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930804,93.1,2,1,1,有,有,有,19000,204,,0.0,0,本標的物有車位  但承租人無承租車位  車位面積已扣除含管理費多人共同承租2；,RPSNMLMKNHLGFDE38CC,整棟(戶)出租,有,1150515~1160514,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,
楠梓區,租賃房屋+車位,高雄市楠梓區後昌路１２２樓１０樓之８,0.0,,,,1150512,土地0建物1車位1,十層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土,1130703,87.39,2,2,1,有,有,有,21000,240,坡道機械,12.87,0,115年5月27日31日為免租期，此期間之水、電費由乙方負擔，免租期間乙方義務與起租日後相同租金總額含管理費；其他含汽機車停車位；,RPOOMLMKNHLGFEE18CC,整棟(戶)出租,有,1150601~1160531,有,冷氣、熱水器、洗衣機、電視機、冰箱,
鳳山區,租賃房屋,高雄市鳳山區中崙二路５７６巷２６號５樓,0.0,,,,1150511,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850124,124.19,3,2,2,有,有,有,20000,161,,0.0,0,租金含管理費,RPSNMLMKNHLGFGE68CC,整棟(戶)出租,有,1150518~1160517,有,冷氣、熱水器、瓦斯或天然氣,
仁武區,租賃房屋,高雄市仁武區仁忠七街２號,66.81,住,,,1150511,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0930702,39.22,0,0,1,有,無,無,14500,370,,0.0,0,,RPQNMLMKNHLGFIE68CC,,無,1150630~1170629,無,,
楠梓區,租賃房屋,高雄市楠梓區德民路３５６巷６０弄２２號４樓,0.0,,,,1150512,土地0建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820311,80.30000000000001,3,1,1,有,有,有,12000,149,,0.0,0,,RPSNMLNKNHLGFEE58CC,整棟(戶)出租,有,1150526~1160525,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
楠梓區,租賃房屋,高雄市楠梓區外環西路７之５號,0.0,,,,1150512,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720813,92.54,3,1,2,有,無,有,11000,119,,0.0,0,續租案件；,RPTNMLNKNHLGFEE68CC,整棟(戶)出租,無,1150525~1160524,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
岡山區,租賃房屋,高雄市岡山區中山北路１７５號,110.0,住,,,1150512,土地3建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0830510,67.98,1,1,1,有,無,無,38000,559,,0.0,0,租金總額含稅；,RPRNMLNKNHLGFFE58CC,,無,1150525~1180524,無,熱水器,
