編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
Serial number,berth category,berth price,berth area square meter,
RPUTMLOKNHLGFBF56DA,坡道平面,2300000,24.23,地下二樓
RPSNMLNKNHLGFEF68EA,坡道平面,1600000,37.10,地下二樓
RPQUMLPJNHLGFBF88DA,坡道平面,1700000,21.43,地下一樓
RPROMLPKNHLGFIF56DA,坡道平面,1210000,39.03,地下三樓
RPOOMLPJNHLGFGF58DA,坡道平面,2800000,26.41,地下一樓
RPSNMLOJNHLGFBF28DA,坡道平面,0,18.74,地下一樓
RPORMLPKNHLGFBF48DA,坡道平面,2600000,35.65,地下二樓
RPXNMLRJNHLGFEF76DA,坡道平面,900000,35.29,地下一樓
RPQRMLOKNHLGFAF48DA,坡道平面,2450000,26.49,地下一樓
RPUNMLMKNHLGFEF68DA,坡道平面,1500000,25.44,地下一樓
RPQOMLQJNHLGFDF58DA,坡道平面,1850000,39.36,地下四樓
RPWOMLTKNHLGFBF76DA,坡道平面,1500000,30.81,地下一樓
RPQOMLSJNHLGFIF66DA,坡道平面,1660000,38.04,地下四樓
RPPNMLLKNHLGFBF77DA,坡道平面,0,36.91,地下二樓
RPSNMLLKNHLGFDF28DA,坡道機械,0,,地下一樓
RPTNMLRJNHLGFHF66DA,一樓平面,200000,21.86,一樓
RPTNMLKLNHLGFAF08DA,坡道平面,0,39.63,地下二樓
RPTNMLKLNHLGFAF08DA,坡道平面,0,39.63,地下二樓
RPUNMLKLNHLGFHF88DA,坡道平面,0,,地下一樓
RPUNMLMKNHLGFHF98DA,坡道平面,0,36.06,地下一樓
RPUNMLKLNHLGFEF68EA,坡道平面,0,30.46,地下四樓
RPPNMLLLNHLGFIF68EA,坡道平面,0,,地下二樓
RPQNMLSJNHLGFBF48DA,坡道平面,0,28.65,地下五樓含以下
RPWNMLKMMHLGFHF09DA,坡道平面,2400000,32.19,地下五樓含以下
RPUNMLOKNHLGFCF68DA,坡道平面,2100000,26.42,地下三樓
RPSNMLMLNHLGFHF98EA,坡道機械,0,31.64,地下一樓
RPSNMLMLNHLGFHF98EA,坡道機械,0,31.64,地下一樓
RPSNMLMLNHLGFHF98EA,坡道機械,0,31.64,地下一樓
RPPOMLKLNHLGFHF48DA,坡道平面,2280000,37.61,地下一樓
RPPNMLMLNHLGFEF28DA,坡道機械,650000,19.75,地下四樓
