鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,建案名稱,棟及號,解約情形
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,build case,buildings,termination type
永康區,房地(土地+建物)+車位,臺南市永康區永安路X平道路X平道二路,14.14,商,,,1150212,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.83,2,2,1,有,無,13000000,132400,坡道平面,24.86,1750000,,RPPNMLOKKHLGFKD48CB,勝美AI,A6棟11號,
安南區,房地(土地+建物)+車位,臺南市安南區九份子大道與樂活路口,7.73,住,,,1150218,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.39,2,2,1,有,無,9450000,101601,坡道機械,7.19,1200000,,RPPNMLSKKHLGFBD97CB,?讀耶魯,B棟10號,
安南區,房地(土地+建物)+車位,臺南市安南區九份子大道與樂活路口,28.08,住,,,1150215,土地1建物1車位1,一層,24,店面(店鋪),商業用,鋼筋混凝土造,,147.86,0,0,0,無,無,30080000,216103,坡道平面,19.31,2300000,樓高7.5米各樓層竣工實際高度仍以使用執照之標示為準,RPQNMLSKKHLGFBD08CB,?讀耶魯,S棟09號,
安南區,房地(土地+建物)+車位,臺南市安南區宜居路府安路六段,31.99,住,,,1150212,土地1建物1車位1,七層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.87,3,2,2,有,無,15760000,109817,坡道平面,37.75,1800000,,RPRNMLNLKHLGFBD77CB,太穩森居,A棟2號,
安南區,房地(土地+建物)+車位,臺南市安南區宜居路府安路六段,31.99,住,,,1150216,土地1建物1車位1,七層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.87,3,2,2,有,無,15730000,109581,坡道平面,37.75,1800000,,RPTNMLNLKHLGFBD97CB,太穩森居,B棟2號,
安南區,房地(土地+建物)+車位,臺南市安南區宜居路府安路六段,31.99,住,,,1150216,土地1建物1車位2,八層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,202.62,3,2,2,有,無,17580000,111941,坡道平面,75.5,3350000,,RPUNMLNLKHLGFBD08CB,太穩森居,B棟2號,
善化區,房地(土地+建物)+車位,臺南市善化區六分寮260號旁,31.04,,鄉村區,乙種建築用地,1150211,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.24,3,2,2,有,無,7670000,64385,一樓平面,13.75,1200000,,RPPNMLOLKHLGFHD28CB,鄉景尚品,A棟3號,
善化區,房地(土地+建物)+車位,臺南市善化區六分寮260號旁,31.04,,鄉村區,乙種建築用地,1150213,土地1建物1車位1,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.24,3,2,2,有,無,7730000,64982,一樓平面,13.75,1200000,,RPQNMLOLKHLGFHD38CB,鄉景尚品,A棟8號,
仁德區,房地(土地+建物)+車位,臺南市仁德區德南路47號旁,42.57,住,,,1150212,土地2建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,134.37,3,2,2,有,無,13450000,99899,一樓平面,15.75,1600000,,RPRNMLOLKHLGFID58CB,吾寓二,A棟1號,
安南區,房地(土地+建物)+車位,臺南市安南區永續路與永續一街口,18.27,住,,,1150214,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,139.33,2,2,2,有,無,15880000,127309,坡道平面,28.34,1750000,,RPUNMLPLKHLGFBD28CB,一字得,A3號,
歸仁區,房地(土地+建物),臺南市歸仁區清水段52、54地號,28.33,住,,,1150225,土地2建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.09,2,2,2,有,無,7680000,98348,,0.0,0,,RPPNMLPLKHLGFID48CB,府居柏金,A棟6號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,19.0,住,,,1150225,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.82,2,2,2,有,無,9600000,92070,坡道平面,29.3,1450000,,RPRNMLQLKHLGFBD08CB,佳展安和,B8棟15號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,19.0,住,,,1150224,土地1建物1車位1,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.82,2,2,2,有,無,9910000,96664,坡道平面,29.3,1450000,,RPTNMLQLKHLGFBD28CB,佳展安和,B2棟10號,
善化區,房地(土地+建物)+車位,臺南市善化區茄拔63-5號右方,25.21,,鄉村區,乙種建築用地,1150225,土地3建物1車位1,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.72,2,2,2,有,無,7800000,86639,一樓平面,12.85,1400000,,RPPNMLRLKHLGFHD58CB,安盛首善,A7棟0號,
安南區,房地(土地+建物)+車位,臺南市安南區宜居路府安路六段,31.91,住,,,1150213,土地1建物1車位1,十七層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.55,3,2,2,有,無,18450000,129732,坡道平面,37.75,2000000,,RPPNMLSLKHLGFBD08CB,太穩森居,A棟3號,
安南區,房地(土地+建物)+車位,臺南市安南區九份子大道與樂活路口,7.94,住,,,1150214,土地1建物1車位1,十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.69,2,2,1,有,無,10300000,104192,坡道機械,7.19,1600000,,RPPNMLLJLHLGFBD27CB,?讀耶魯,B棟02號,
安南區,房地(土地+建物)+車位,臺南市安南區安和路四段與州南路交叉口,19.0,住,,,1150224,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.82,2,2,2,有,無,9830000,94668,坡道平面,29.3,1450000,,RPQNMLLJLHLGFBD37CB,佳展安和,B8棟12號,
安南區,房地(土地+建物)+車位,臺南市安南區九份子大道跟樂活路口,7.94,住,,,1150220,土地1建物1車位1,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.63,2,2,1,有,無,10550000,107263,坡道機械,7.19,1600000,,RPRNMLLJLHLGFBD47CB,?讀耶魯,A棟02號,
安南區,房地(土地+建物)+車位,臺南市安南區九份子大道與樂活路口,7.94,住,,,1150220,土地1建物1車位1,二十四層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.81,2,2,1,有,無,11450000,113174,坡道平面,19.31,2000000,,RPSNMLLJLHLGFBD57CB,?讀耶魯,B棟02號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150212,土地2建物1車位1,十一層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,24880000,169462,坡道平面,25.73,2150000,,RPQNMLLJLHLGFCD47CB,國城?實,K棟1號,
東區,房地(土地+建物)+車位,臺南市東區後甲三街X平實二街,17.9,商,,,1150214,土地2建物1車位1,十層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.86,3,2,2,有,無,24680000,168717,坡道平面,25.73,2050000,,RPRNMLLJLHLGFCD57CB,國城?實,K棟1號,
