鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,Rental type,Residential Manager,Rental period,elevator,equipment,Rental residential services
安平區,租賃房屋,臺南市安平區建平五街２２巷３６弄７３號,0.0,,,,1150211,土地0建物1車位0,見其他登記事項,4,店面(店鋪),住家用,鋼筋混凝土構造,1090828,127.03,3,2,5,有,無,無,19000,150,,0.0,0,1.契約書未約定土地租賃標的。2.由所有權人提供租屋資訊。3.租賃建物部分範圍。續租案件；,RPTNMLLKKHLGFAD67CC,,無,1160401~1180331,有,冷氣、熱水器,
安平區,租賃房屋,臺南市安平區建平五街２２巷３６弄７３號,0.0,,,,1150211,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土構造,1090828,153.36,3,2,5,有,無,無,41000,267,,0.0,0,1.契約書未約定土地租賃標的。2.由所有權人提供租屋資訊。3.租賃建物部分範圍。含增建或未登記建物；續租案件；,RPUNMLLKKHLGFAD77CC,分層出租,無,1160401~1180331,有,冷氣、熱水器,
東區,租賃房屋,臺南市東區崇崇明２４街８０號３樓之４５,0.0,,,,1150211,土地0建物1車位0,三層,6,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1110601,47.019999999999996,1,0,1,有,有,有,12500,266,,0.0,0,管理費:1200元  水費:250元,RPVNMLLKKHLGFCD08CC,獨立套房,有,1150310~1160309,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
善化區,租賃房屋,臺南市善化區中正路４０３號,88.94,其他,,,1150211,土地1建物1車位0,全,3,透天厝,住商用,加強磚造,0651230,178.82,4,2,2,有,無,無,32000,179,,0.0,0,,RPQNMLLKKHLGFHD08CC,,無,1150301~1180331,無,,
安定區,租賃房屋,臺南市安定區保西路４１４號,0.0,,,,1150211,土地0建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0730919,25.6,7,7,7,有,無,有,12000,469,,0.0,0,多人共同承租2；租金總額含水費；網路費；含增建或未登記建物；續租案件；,RPRNMLLKKHLGFHD18CC,分租套房,無,1150211~1160211,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般代管
關廟區,租賃房屋,臺南市關廟區南雄路二段４１號,203.0,商,,,1150211,土地2建物1車位0,全,2,透天厝,店鋪、住宅,鋼骨造有牆,1140317,273.54,2,2,2,有,無,無,89250,326,,0.0,0,托嬰中心營業登記辦理中租金總額含稅；租賃期間有約定不同租金租金含稅兩年漲3%；,RPRNMLLKKHLGFID28CC,,無,1150301~1300228,無,,
仁德區,租賃房屋,臺南市仁德區文賢路二段１５巷１８弄１７號６樓之２,0.0,,,,1150211,土地0建物0車位0,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920910,18.18,5,2,5,有,無,有,12500,688,,0.0,0,文賢607房租金總額含水費；網路費；其他垃圾代收費；租賃建物部分範圍，且未計入共有部分面積；,RPUNMLLKKHLGFID58CC,分租套房,無,1150213~1160212,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
中西區,租賃房屋,臺南市中西區和美街５１巷２０號,0.0,,,,1150212,土地0建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0821106,21.49,4,2,5,有,無,有,8000,372,,0.0,0,1.契約書未約定土地租賃標的。2.由所有權人提供租屋資訊。3.整編後門牌-台南市中西區文祥街131號。租金總額含水費；,RPQOMLMKKHLGFAD57CC,分租套房,無,1150215~1160214,無,冷氣、熱水器、洗衣機、冰箱,
中西區,租賃房屋,臺南市中西區中華西路二段５２０號十四樓之１１,0.0,,,,1150211,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1020620,93.5,2,2,1,有,有,有,19700,211,,0.0,0,管理費2300元，由承租人負擔多人共同承租2；,RPROMLMKKHLGFAD67CC,整棟(戶)出租,有,1150301~1170228,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
